fid,FUNCION_PRINCIPAL,SUBCATEGORIA,ESTABLECIMIENTO,FUNCION_SECUNDARIA,PROGRAMACION,SUCURSAL,SALA,CALLE,ALTURA,BARRIO,COMUNA,DIRECCION,LONGITUD,LATITUD,TELEFONO,MAIL,WEB,,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_CULTURA,OTRAS_REDES,CANTIDAD_SALAS,CAPACIDAD_TOTAL,TAG
2389,MONUMENTOS Y LUGARES HISTORICOS,,GRAL. JUAN O'BREIN,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2390,MONUMENTOS Y LUGARES HISTORICOS,,GRAL. JULIO A.ROCA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2391,MONUMENTOS Y LUGARES HISTORICOS,,GRAL. LUCIO MANSILLA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2392,MONUMENTOS Y LUGARES HISTORICOS,,GRAL. MANUEL BELGRANO,,,,,DEFENSA,422,MONSERRAT,COMUNA 1,"DEFENSA 422, CABA",-58.37167,-34.61278,,,,,,,,,,,,,,0,
2393,MONUMENTOS Y LUGARES HISTORICOS,,GRAL. MANUEL GUILLERMO PINTO,,,,,SAN MARTIN,27,SAN NICOLAS,COMUNA 1,"SAN MARTIN 27, CABA",-58.3732,-34.60763,,,,,,,,,,,,,,0,
2394,MONUMENTOS Y LUGARES HISTORICOS,,GRAL. TOMAS GUIDO,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2395,MONUMENTOS Y LUGARES HISTORICOS,,GRAL. WENCESLAO PAUNERO,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2396,MONUMENTOS Y LUGARES HISTORICOS,,GRAL.MIGUEL ESTANISLAO SOLER,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2397,MONUMENTOS Y LUGARES HISTORICOS,,GUERREROS DEL PARAGUAY,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2398,MONUMENTOS Y LUGARES HISTORICOS,,GUILLERMO RAWSON,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2399,MONUMENTOS Y LUGARES HISTORICOS,,HOGAR DE TRANSITO,,,,,LAFINUR,2996,PALERMO,COMUNA 14,"LAFINUR 2996, CABA",-58.41461,-34.58066,,,,,,,,,,,,,,0,
2400,MONUMENTOS Y LUGARES HISTORICOS,,HOSPITAL BORDA,,,,,ALCORTA. AMANCIO AV.,1602,BARRACAS,COMUNA 4,"ALCORTA. AMANCIO AV. 1602, CABA",-58.3856,-34.63597,,,,,,,,,,,,,,0,
2401,MONUMENTOS Y LUGARES HISTORICOS,,HOSPITAL DEL REY,,,,,PASCO,601,BALVANERA,COMUNA 3,"PASCO 601, CABA",-58.39774,-34.61617,,,,,,,,,,,,,,0,
2402,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE LA MERCED,,,,,RECONQUISTA,201,SAN NICOLAS,COMUNA 1,"RECONQUISTA 201, CABA",-58.37235,-34.60542,,,,,,,,,,,,,,0,
2403,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE LA SANTA CRUZ,,,,,ESTADOS UNIDOS,3100,SAN CRISTOBAL,COMUNA 3,"ESTADOS UNIDOS 3100, CABA",-58.40972,-34.62167,,,,,,,,,,,,,,0,
2404,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE LAS CATALINAS - IGLESIA DE SANTA CATALINA DE SIENA,,,,,SAN MARTIN,701,SAN NICOLAS,COMUNA 1,"SAN MARTIN 701, CABA",-58.37404,-34.59969,,,,,,,,,,,,,,0,
2405,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE SAN JUAN BAUTISTA,,,,,ALSINA. ADOLFO,815,MONSERRAT,COMUNA 1,"ALSINA. ADOLFO 815, CABA",-58.37804,-34.61058,,,,,,,,,,,,,,0,
2406,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE SAN MIGUEL,,,,,MITRE. BARTOLOME,890,SAN NICOLAS,COMUNA 1,"MITRE. BARTOLOME 890, CABA",-58.37906,-34.60715,,,,,,,,,,,,,,0,
2407,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA DE SANTO DOMINGO,,,,,BELGRANO AV.,401,MONSERRAT,COMUNA 1,"BELGRANO AV. 401, CABA",-58.37195,-34.61243,,,,,,,,,,,,,,0,
2408,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA NUESTRA SENORA DE BALVANERA,,,,,MITRE. BARTOLOME,2403,BALVANERA,COMUNA 3,"MITRE. BARTOLOME 2403, CABA",-58.4007,-34.60855,,,,,,,,,,,,,,0,
2409,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA ORTODOXA RUSA DE LA SANTISIMA TRINIDAD,,,,,BRASIL AV.,311,SAN TELMO,COMUNA 1,"BRASIL AV. 311, CABA",-58.36993,-34.62529,,,,,,,,,,,,,,0,
2410,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA PARROQUIAL DE MONSERRAT,,,,,BELGRANO AV.,1151,MONSERRAT,COMUNA 1,"BELGRANO AV. 1151, CABA",-58.38249,-34.61315,,,,,,,,,,,,,,0,
2411,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA PARROQUIAL DE SAN JUAN EVANGELISTA,,,,,OLAVARRIA,489,BOCA,COMUNA 4,"OLAVARRIA 489, CABA",-58.35964,-34.63663,,,,,,,,,,,,,,0,
2412,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA SANTA FELICITAS,,,,,ISABEL LA CATOLICA,502,BARRACAS,COMUNA 4,"ISABEL LA CATOLICA 502, CABA",-58.37364,-34.63716,,,,,,,,,,,,,,0,
2413,MONUMENTOS Y LUGARES HISTORICOS,,INMUEBLE,,,,,CEVALLOS. VIRREY,620,MONSERRAT,COMUNA 1,"CEVALLOS. VIRREY 620, CABA",-58.38897,-34.61589,,,,,,,,,,,,,,0,
2414,MONUMENTOS Y LUGARES HISTORICOS,,INMUEBLE DE LA CALLE AGUERO Nº 2024,,,,,AGUERO,2022,RECOLETA,COMUNA 2,"AGÜERO 2022, CABA",-58.40282,-34.58843,,,,,,,,,,,,,,0,
2415,MONUMENTOS Y LUGARES HISTORICOS,,INSTITUTO DE INVESTIGACIONES HISTORICAS DE LAS MANZANAS DE LAS LUCES,,,,,PERU,272,MONSERRAT,COMUNA 1,"PERU 272, CABA",-58.3747924,-34.610897,,,,,,,,,,,,,,0,
2416,MONUMENTOS Y LUGARES HISTORICOS,,INSTITUTO FELIX BERNASCONI,,,,,CASTILLO. CATULO,2750,PARQUE PATRICIOS,COMUNA 4,"CASTILLO. CATULO 2750, CABA",-58.40167,-34.63417,,,,,,,,,,,,,,0,
2417,MONUMENTOS Y LUGARES HISTORICOS,,INSTITUTO NACIONAL DE REHABILITACION DEL LISIADO,,,,,BLANCO ENCALADA,,BELGRANO,COMUNA 13,"BLANCO ENCALADA 1031, CABA",-58.44497,-34.5508,,,,,,,,,,,,,,0,
2418,MONUMENTOS Y LUGARES HISTORICOS,,INSTITUTO NACIONAL JUAN DOMINGO PERON,,,,,JOSE LEON PAGANO,2602,RECOLETA,COMUNA 2,"PAGANO, JOSE LEON 2602, CABA",-58.39927,-34.58432,,,,,,,,,,,,,,0,
2419,MONUMENTOS Y LUGARES HISTORICOS,,JARDIN BOTANICO,,,,,SANTA FE AV.,3951,PALERMO,COMUNA 14,"SANTA FE AV. 3951, CABA",-58.417884,-34.5837311,,,,,,,,,,,,,,0,
2420,MONUMENTOS Y LUGARES HISTORICOS,,JARDIN JAPONES,,,,,DEL LIBERTADOR AV.,3005,PALERMO,COMUNA 14,"DEL LIBERTADOR AV. 3005, CABA",-58.41142,-34.574579,,,WWW.JARDINJAPONES.ORG.AR,,WWW.FACEBOOK.COM/JARDINJAPONES/,@jardinjapones,https://www.instagram.com/jardinjapones/,,,,,,,0,
2421,MONUMENTOS Y LUGARES HISTORICOS,,JARDIN ZOOLOGICO,,,,,LAS HERAS GENERAL AV.,4155,PALERMO,COMUNA 14,"LAS HERAS GENERAL AV. 4155, CABA",-58.416828,-34.578428,,,,,,,,,,,,,,0,
2422,MONUMENTOS Y LUGARES HISTORICOS,,JENNIE HOWARD,,,,,ELCANO,4701,PATERNAL,COMUNA 15,"ELCANO 4701, CABA",-58.46616,-34.59103,,,,,,,,,,,,,,0,
2423,MONUMENTOS Y LUGARES HISTORICOS,,JORGE ALEJANDRO NEWBERY,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2424,MONUMENTOS Y LUGARES HISTORICOS,,JOSE ANTONIO TERRY,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2425,MONUMENTOS Y LUGARES HISTORICOS,,JOSE HERNANDEZ,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2426,MONUMENTOS Y LUGARES HISTORICOS,,JOSE MANUEL DE ESTRADA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2427,MONUMENTOS Y LUGARES HISTORICOS,,JUAN BAUTISTA AMBROSETTI,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2428,MONUMENTOS Y LUGARES HISTORICOS,,JUAN CRUZ VARELA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2429,MONUMENTOS Y LUGARES HISTORICOS,,JUAN JOSE CASTELLI,,,,,BOLIVAR,225,MONSERRAT,COMUNA 1,"BOLIVAR 225, CABA",-58.37361,-34.61056,,,,,,,,,,,,,,0,
2430,MONUMENTOS Y LUGARES HISTORICOS,,JUAN JOSE PASO,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2431,MONUMENTOS Y LUGARES HISTORICOS,,JUAN MARIA GUTIERREZ,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2432,MONUMENTOS Y LUGARES HISTORICOS,,JUAN MARTIN DE PUEYRREDON,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2433,MONUMENTOS Y LUGARES HISTORICOS,,JUAN PUJOL,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2434,MONUMENTOS Y LUGARES HISTORICOS,,JUAN RAMON GONZALEZ BALCARCE,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2435,MONUMENTOS Y LUGARES HISTORICOS,,LA RURAL,,,,PABELLON EQUINOS,SARMIENTO AV.,2704,PALERMO,COMUNA 14,"SARMIENTO AV. 2704, CABA",-58.4156522,-34.5755075,,,,,,,,,,,,,,0,
2436,MONUMENTOS Y LUGARES HISTORICOS,,LABORATORIOS E INSTITUTOS DE SALUD DR. CARLOS G. MALBRAN,,,,PABELLON PRINCIPAL,BLANDENGUES,1250,BARRACAS,COMUNA 4,"BLANDENGUES 1250, CABA",-58.38982,-34.649,,,,,,,,,,,,,,0,
2437,MONUMENTOS Y LUGARES HISTORICOS,,LABORATORIOS E INSTITUTOS DE SALUD DR. CARLOS G. MALBRAN,,,,PREDIO ADMINISTRACION,BLANDENGUES,1250,BARRACAS,COMUNA 4,"BLANDENGUES 1250, CABA",-58.38982,-34.649,,,,,,,,,,,,,,0,
2438,MONUMENTOS Y LUGARES HISTORICOS,,LEGISLATURA PORTEÑA,,,,,PERU,160,MONSERRAT,COMUNA 1,"PERU 160, CABA",-58.3748102,-34.6095406,,,,,,,,,,,,,,0,
2439,MONUMENTOS Y LUGARES HISTORICOS,,LIBRERIA DE AVILA,,,,,BOLIVAR,213,MONSERRAT,COMUNA 1,"BOLIVAR 213, CABA",-58.37343,-34.61054,,,,,,,,,,,,,,0,
2440,MONUMENTOS Y LUGARES HISTORICOS,,LUCIO V. LOPEZ,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2441,MONUMENTOS Y LUGARES HISTORICOS,,LUIS VERNET,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2442,MONUMENTOS Y LUGARES HISTORICOS,,LUNA PARK,,,,,BOUCHARD,465,SAN NICOLAS,COMUNA 1,"BOUCHARD 465, CABA",-58.3690244,-34.6023447,,,,,,,,,,,,,2,13200,
2443,MONUMENTOS Y LUGARES HISTORICOS,,MAGNOLIAS DEL PROTOMEDICATO,,,,,HUMBERTO 1°,342,SAN TELMO,COMUNA 1,"HUMBERTO 1° 342, CABA",-58.37058,-34.62066,,,,,,,,,,,,,,0,
2444,MONUMENTOS Y LUGARES HISTORICOS,,MANUEL G. ARGERICH,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2445,MONUMENTOS Y LUGARES HISTORICOS,,MARCOS AVELLANEDA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2446,MONUMENTOS Y LUGARES HISTORICOS,,MARCOS BALCARCE,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2447,MONUMENTOS Y LUGARES HISTORICOS,,MARCOS PAZ,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2448,MONUMENTOS Y LUGARES HISTORICOS,,MARIA SANCHEZ DE MENDEVILLE,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2449,MONUMENTOS Y LUGARES HISTORICOS,,MARIANO MORENO,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2450,MONUMENTOS Y LUGARES HISTORICOS,,MARTIN RODRIGUEZ,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2451,MONUMENTOS Y LUGARES HISTORICOS,,MARTINIANO LEGUIZAMON,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2452,MONUMENTOS Y LUGARES HISTORICOS,,MERCADO DE SAN TELMO,,,,,BOLIVAR,950,SAN TELMO,COMUNA 1,"BOLIVAR 950, CABA",-58.37295,-34.61903,,,,,,,,,,,,,,0,
2453,MONUMENTOS Y LUGARES HISTORICOS,,MIGUEL DE AZCUENAGA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2454,MONUMENTOS Y LUGARES HISTORICOS,,MINNIE AMSTRONG DE RIDLEY,,,,,ELCANO,4701,PATERNAL,COMUNA 15,"ELCANO 4701, CABA",-58.46616,-34.59103,,,,,,,,,,,,,,0,
2455,MONUMENTOS Y LUGARES HISTORICOS,,MOLINO GRAL. PAZ,,,,,AIZPURUA,3700,SAAVEDRA,COMUNA 12,"AIZPURUA 3700, CABA",-58.50484785,-34.56630715,,,,,,,,,,,,,,0,
2456,MONUMENTOS Y LUGARES HISTORICOS,,MURAL EJERCICIO PLASTICO DE DAVID A. SIQUEIROS,,,,,BALCARCE,50,MONSERRAT,COMUNA 1,"BALCARCE 50, CABA",-58.37015,-34.60856,,,,,,,,,,,,,,0,
2457,MONUMENTOS Y LUGARES HISTORICOS,,MUSEO MITRE,,,,,SAN MARTIN,336,SAN NICOLAS,COMUNA 1,"SAN MARTIN 336, CABA",-58.3738478,-34.6040719,,,,,,,,,,,,,,0,
2458,MONUMENTOS Y LUGARES HISTORICOS,,MUSEO NACIONAL DE ARTE DECORATIVO,,,PALACIO ERRAZURIZ,,SANCHEZ DE BUSTAMANTE,2700,PALERMO,COMUNA 14,"SANCHEZ DE BUSTAMANTE 2700, CABA",-58.40151,-34.58203,,,,,,,,,,,,,,0,
2459,MONUMENTOS Y LUGARES HISTORICOS,,NICOLAS AVELLANEDA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2460,MONUMENTOS Y LUGARES HISTORICOS,,NICOLAS RODRIGUEZ PENA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2461,MONUMENTOS Y LUGARES HISTORICOS,,NUNCIATURA APOSTOLICA,,,,,ALVEAR,1601,RECOLETA,COMUNA 2,"ALVEAR 1601, CABA",-58.38596,-34.58975,,,,,,,,,,,,,,0,
2462,MONUMENTOS Y LUGARES HISTORICOS,,OBISPO MANUEL AZAMOR Y RAMIREZ,,,,,SAN MARTIN,27,SAN NICOLAS,COMUNA 1,"SAN MARTIN 27, CABA",-58.3732,-34.60763,,,,,,,,,,,,,,0,
2463,MONUMENTOS Y LUGARES HISTORICOS,,OBSERVATORIO NAVAL BUENOS AIRES,,,,,ESPAÑA AV.,1900,BOCA,COMUNA 4,"ESPAÑA AV. 1900, CABA",-58.34907,-34.6239,,,,,,,,,,,,,,0,
2464,MONUMENTOS Y LUGARES HISTORICOS,,OLEGARIO ANDRADE,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2465,MONUMENTOS Y LUGARES HISTORICOS,,PACARA (ARBOL) EN EL PARQUE CHACABUCO,,,,,FERNANDEZ MORENO. BALDOMERO,1299,PARQUE CHACABUCO,COMUNA 7,"FERNANDEZ MORENO. BALDOMERO 1299, CABA",-58.445,-34.63194,,,,,,,,,,,,,,0,
2466,MONUMENTOS Y LUGARES HISTORICOS,,PALACE HOTEL,,,,,MORENO,350,SAN NICOLAS,COMUNA 1,"MORENO 350, CABA",-58.37083,-34.60528,,,,,,,,,,,,,,0,
2467,MONUMENTOS Y LUGARES HISTORICOS,,PALACIO BAROLO,,,,,DE MAYO AV.,1368,MONSERRAT,COMUNA 1,"DE MAYO AV. 1368, CABA",-58.38576,-34.6094,,,,,,,,,,,,,,0,
2468,MONUMENTOS Y LUGARES HISTORICOS,,PALACIO DE AGUAS CORRIENTES - EDIFICIO AGUAS ARGENTINAS / EX OBRAS SANITARIAS,,,,,CORDOBA AV.,1945,BALVANERA,COMUNA 3,"CORDOBA AV. 1945, CABA",-58.395,-34.5997,,,,,,,,,,,,,,0,
2469,MONUMENTOS Y LUGARES HISTORICOS,,PALACIO DE JUSTICIA,,,,,TALCAHUANO,546,SAN NICOLAS,COMUNA 1,"TALCAHUANO 546, CABA",-58.38527,-34.60217,,,,,,,,,,,,,,0,
2470,MONUMENTOS Y LUGARES HISTORICOS,,PALACIO SAN MARTIN - EX PALACIO ANCHORENA,,,,,BASAVILBASO,1216,RETIRO,COMUNA 1,"BASAVILBASO 1216, CABA",-58.37758,-34.59391,,,,,,,,,,,,,,0,
2471,MONUMENTOS Y LUGARES HISTORICOS,,PALACIO SARMIENTO - MINISTERIO DE EDUCACION,,,,,PIZZURNO,942,RECOLETA,COMUNA 2,"PIZZURNO 942, CABA",-58.39123,-34.598,,,,,,,,,,,,,,0,
2472,MONUMENTOS Y LUGARES HISTORICOS,,PALAIS DE GLACE,,,,SALAS NACIONALES DE EXPOSICION,POSADAS,1725,RECOLETA,COMUNA 2,"POSADAS 1725, CABA",-58.3897671,-34.5858956,,,,,,,,,,,,,,0,
2473,MONUMENTOS Y LUGARES HISTORICOS,,PANTEON DE LA ASOCIACION ESPANOLA DE SOCORROS MUTUOS,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2474,MONUMENTOS Y LUGARES HISTORICOS,,PANTEON DE LA ASOCIACION FRANCESA FILANTROPICA Y DE BENEFICENCIA,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2475,MONUMENTOS Y LUGARES HISTORICOS,,PANTEON DE LA SOCIEDAD DE SOCORROS MUTUOS SAN CRISPIN,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2476,MONUMENTOS Y LUGARES HISTORICOS,,PANTEON DE LA SOCIETE FRANCAISE DE SECOURS MUTUELS DE BUENOS AIRES,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2477,MONUMENTOS Y LUGARES HISTORICOS,,PANTEON DE LOS PADRES SALESIANOS,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2478,MONUMENTOS Y LUGARES HISTORICOS,,PANTEON DEL CENTRO GALLEGO,,,,,LACROZE. FEDERICO AV.,4099,CHACARITA,COMUNA 15,"LACROZE. FEDERICO AV. 4099, CABA",-58.45585,-34.58723,,,,,,,,,,,,,,0,
2479,MONUMENTOS Y LUGARES HISTORICOS,,PARQUE GENERAL LAS HERAS,,,,,LAS HERAS GENERAL AV.,3105,PALERMO,COMUNA 14,"LAS HERAS GENERAL AV. 3105, CABA",-58.40536,-34.58345,,,,,,,,,,,,,,0,
2480,MONUMENTOS Y LUGARES HISTORICOS,,PEDRO ALCANTARA DE SOMELLERA,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2481,MONUMENTOS Y LUGARES HISTORICOS,,PEDRO BENOIT,,,,,JUNIN,1850,RECOLETA,COMUNA 2,"JUNIN 1850, CABA",-58.39343,-34.58752,,,,,,,,,,,,,,0,
2482,MONUMENTOS Y LUGARES HISTORICOS,,PERISTILOS DE LOS CEMENTERIOS DE LA RECOLETA. CHACARITA Y FLORES,,,,,JUAN JOSE VIAMONTE,,RECOLETA,COMUNA 2,"JUAN JOSE VIAMONTE, CABA",-58.39222,-34.5875,,,,,,,,,,,,,,0,
2483,MONUMENTOS Y LUGARES HISTORICOS,,PIRAMIDE DE MAYO,,,,,RIVADAVIA AV.,401,MONSERRAT,COMUNA 1,"RIVADAVIA AV. 401, CABA",-58.37222,-34.60833,,,,,,,,,,,,,,0,
2484,MONUMENTOS Y LUGARES HISTORICOS,,PLAZA DE LA MEMORIA,,,,,ARROYO,901,RETIRO,COMUNA 1,"ARROYO 901, CABA",-58.38028,-34.59139,,,,,,,,,,,,,,0,
2485,MONUMENTOS Y LUGARES HISTORICOS,,PLAZA DE MAYO,,,,,RIVADAVIA AV.,391,MONSERRAT,COMUNA 1,"RIVADAVIA AV. 391, CABA",-58.37194,-34.60833,,,,,,,,,,,,,,0,
2486,MONUMENTOS Y LUGARES HISTORICOS,,PLAZA DEL CONGRESO. PLAZA LOREA Y PLAZA MARIANO MORENO,,,,,RIVADAVIA AV.,,MONSERRAT,COMUNA 1,"RIVADAVIA AV., CABA",-58.39056,-34.60972,,,,,,,,,,,,,,0,
2487,MONUMENTOS Y LUGARES HISTORICOS,,PLAZA DORREGO,,,,,DEFENSA,,SAN TELMO,COMUNA 1,"DEFENSA y HUMBERTO 1°, CABA",-58.37143,-34.62067,,,,,,,,,,,,,,0,
2488,MONUMENTOS Y LUGARES HISTORICOS,,PLAZA JARDIN DE LOS MAESTROS,,,,,PIZZURNO,938,RECOLETA,COMUNA 2,"PIZZURNO 938, CABA",-58.39139,-34.59806,,,,,,,,,,,,,,0,
2489,MONUMENTOS Y LUGARES HISTORICOS,,PLAZA RODRIGUEZ PEÑA,,,,,CALLAO AV.,941,RECOLETA,COMUNA 2,"CALLAO AV. 941, CABA",-58.3925,-34.59806,,,,,,,,,,,,,,0,
2490,MONUMENTOS Y LUGARES HISTORICOS,,PLAZA SAN MARTIN,,,,,FLORIDA Y SAN MARTIN,554,RETIRO,COMUNA 1,"FLORIDA y SAN MARTIN, CABA",-58.37556,-34.59472,,,,,,,,,,,,,,0,
2491,MONUMENTOS Y LUGARES HISTORICOS,,PLAZOLETA PETRONILA RODRIGUEZ,,,,,RODRIGUEZ PEÑA,875,RECOLETA,COMUNA 2,"RODRIGUEZ PEÑA 875, CABA",-58.39139,-34.59889,,,,,,,,,,,,,,0,
2492,MONUMENTOS Y LUGARES HISTORICOS,,PORTAL DE ACCESO Y CAPILLA DEL CEMENTERIO ALEMAN,,,,,GARMENDIA AV.,4838,CHACARITA,COMUNA 15,"GARMENDIA AV. 4838, CABA",-58.45972,-34.591,,,,,,,,,,,,,,0,
2493,MONUMENTOS Y LUGARES HISTORICOS,,PREDIO DEL YACHT CLUB ARGENTINO,,,,,CECILIA GRIERSON,,RETIRO,COMUNA 1,"CECILIA GRIERSON, CABA",-58.36417,-34.59556,,,,,,,,,,,,,,0,
2494,MONUMENTOS Y LUGARES HISTORICOS,,PRIMER ARSENAL DE GUERRA. CASA DE ESTEBAN DE LUCA,,,,,CALVO. CARLOS,388,SAN TELMO,COMUNA 1,"CALVO. CARLOS 388, CABA",-58.37129,-34.61951,,,,,,,,,,,,,,0,
2495,MONUMENTOS Y LUGARES HISTORICOS,,PROCURADURIA JESUITICA,,,,,PERU,205,MONSERRAT,COMUNA 1,"PERU 205, CABA",-58.37483,-34.6107,,,,,,,,,,,,,,0,
2496,MONUMENTOS Y LUGARES HISTORICOS,,QUINTA DE VALENTIN ALSINA,,,,,11 DE SEPTIEMBRE DE 1888,1888,BELGRANO,COMUNA 13,"11 DE SEPTIEMBRE DE 1888 1888, CABA",-58.449585,-34.56091,,,,,,,,,,,,,,0,
2497,MONUMENTOS Y LUGARES HISTORICOS,,REGIMIENTO DE INFANTERIA 1 PATRICIOS,,,,ALOJAMIENTO Y OFICINAS (CUARTEL 1),SANTA FE AV.,4744,PALERMO,COMUNA 14,"SANTA FE AV. 4744, CABA",-58.42681,-34.57727,,,,,,,,,,,,,,0,
